STOCK|CODE
Jolly Plastic Industries Ltd|BOM507968
Joonktollee Tea & Industries Ltd|BOM538092
Joonktollee Tea & Industries Ltd|BOM590079
Jost's Engineering Co.ltd|BOM505750
Joy Realty Limited|BOM508929
Jpt Securities Ltd|BOM530985
Jri Industries & Infrastructure Limited|BOM506016
Jsl Industries Ltd|BOM504080
Jsw Energy Ltd|BOM533148
Jsw Holdings Limited|BOM532642
Jsw Steel Ltd|BOM500228
Jtl Infra Ltd|BOM534600
Jubilant Foodworks Ltd|BOM533155
Jubilant Industries Ltd|BOM533320
Jubilant Life Sciences Limited|BOM530019
Jumbo Bag Ltd|BOM516078
Jumbo Finance Ltd|BOM511060
Junction Fabrics And Apparels Ltd|BOM539216
Jupiter Industries & Leasing Ltd|BOM507987
Jupiter Infomedia Ltd|BOM534623
Just Dial Ltd|BOM535648
Jvl Agro Industries Ltd|BOM519248
Jyothi Infraventures Ltd|BOM531537
Jyothy Laboratories Ltd|BOM532926
Jyoti Ltd.-$|BOM504076
Jyoti Overseas Ltd|BOM523876
Jyoti Resins & Adhesives Ltd|BOM514448
Jyoti Structures Ltd|BOM513250
Jyotirgamya Enterprises Ltd|BOM539246
K K Fincorp Limited|BOM503669
K-lifestyle & Industries Limited|BOM514221
K.c.p.ltd|BOM590066
K.m.sugar Mills Ltd|BOM532673
K.p.r.mill Ltd|BOM532889
K.s.oils Ltd.-$|BOM526209
K.z.leasing & Finance Ltd|BOM511728
Kabra Commercial Ltd|BOM539393
Kabra Drugs Ltd|BOM524322
Kabra Extrusiontechnik Ltd|BOM524109
Kachchh Minerals Ltd|BOM531778
Kailash Auto Finance Ltd|BOM511357
Kaira Can Co.ltd|BOM504840
Kaiser Corporation Limited|BOM531780
Kajaria Ceramics Ltd|BOM500233
Kakatiya Cement Sugar & Industries Ltd|BOM500234
Kakatiya Textiles Ltd|BOM521054
Kalindee Rail Nirman (engineers) Ltd-$|BOM522259
Kallam Spinning Mills Ltd.-$|BOM530201
Kalpa Commercial Ltd|BOM539014
Kalpataru Power Transmission Ltd|BOM522287
Kalptaru Papers Ltd.-$|BOM590036
Kalyani Forge Ltd|BOM513509
Kalyani Investment Company Ltd|BOM533302
Kalyani Steels Ltd|BOM500235
Kalyanpur Cements Ltd|BOM502150
Kama Holdings Limited-$|BOM532468
Kamadgiri Fashion Ltd.-$|BOM514322
Kamanwala Housing Construction Ltd|BOM511131
Kamat Hotels (india) Ltd|BOM526668
Kamdhenu Ltd|BOM532741
Kanani Industries Ltd|BOM506184
Kanchi Karpooram Ltd|BOM538896
Kanco Enterprises Ltd|BOM590084
Kanco Tea & Industries Ltd|BOM590130
Kandagiri Spinning Mills Ltd.-$|BOM521242
Kanel Industries Limited|BOM500236
Kanika Infotech Ltd|BOM532367
Kanishk Steel Industries Ltd|BOM513456
Kanoria Chemicals & Industries Ltd|BOM506525
Kanpur Plastipack Ltd|BOM507779
Kansai Nerolac Paints Ltd|BOM500165
Kansal Fibres Ltd|BOM531205
Kapashi Commercials Ltd|BOM512399
Kapil Cotex Ltd|BOM512036
Kappac Pharma Ltd|BOM506938
Kar Mobiles Ltd.-$|BOM590053
Karan Woo-sin Ltd|BOM526115
Karma Energy Ltd|BOM533451
Karma Industries Ltd|BOM512585
Karnataka Bank Ltd|BOM532652
Karnavati Finance Ltd|BOM538928
Karnimata Cold Storage Ltd|BOM537784
Kartik Investments Trust Ltd|BOM501151
Karur K.c.p.packkagings Ltd|BOM531363
Karur Vysya Bank Ltd|BOM590003
Karuturi Global Ltd|BOM531687
Katare Spinning Mills Ltd|BOM502933
Katwa Udyog Ltd|BOM530977
Kausambi Vanijya Ltd|BOM538295
Kaushalya Infrastructure Development Corporation Ltd|BOM532925
Kaveri Seed Company Ltd|BOM532899
Kavit Industries Limited|BOM524444
Kavita Fabrics Ltd|BOM535136
Kavveri Telecom Products Ltd.-$|BOM590041
Kay Power And Paper Ltd|BOM530255
Kaya Ltd|BOM539276
Kaycee Industries Ltd|BOM504084
Kbs India Limited|BOM530357
Kccl Plastic Ltd|BOM526067
Kcl Infra Projects Ltd|BOM531784
Kcp Sugar & Industries Corporation Ltd|BOM533192
Kddl Ltd.-$|BOM532054
Kdj Holidayscapes And Resorts Limited|BOM530701
Kdl Biotech Ltd|BOM532291
Kec International Ltd|BOM532714
Kedia Construction Co.ltd|BOM508993
Keerthi Industries Ltd|BOM518011
Kei Industries Ltd|BOM517569
Kellton Tech Solutions Ltd|BOM519602
Keltech Energies Ltd|BOM506528
Kelvin Fincap Ltd|BOM512113
Kemistar Corporation Limited|BOM531163
Kemp & Company Ltd|BOM506530
Kemrock Industries & Exports Ltd|BOM526015
Ken Financial Services Ltd|BOM530547
Kennametal India Ltd.-$|BOM505890
Kerala Ayurveda Ltd|BOM530163
Kernex Microsystems (india) Ltd|BOM532686
Kesar Enterprises Ltd.-$|BOM507180
Kesar Petroproducts Ltd|BOM524174
Kesar Terminals & Infrastructure Ltd|BOM533289
Kesoram Industries Ltd|BOM502937
Kew Industries Ltd|BOM532758
Kewal Kiran Clothing Ltd|BOM532732
Key Corp Ltd|BOM507948
Keynote Corporate Services Ltd|BOM512597
Kg Denim Ltd|BOM500239
Kg Petrochem Ltd|BOM531609
Kgn Enterprises Ltd|BOM533790
Kgn Industries Ltd|BOM531612
Khaitan (india) Ltd|BOM590068
Khaitan Chemicals & Fertilizers Ltd|BOM507794
Khaitan Electricals Ltd|BOM504269
Khandelwal Extraction Ltd|BOM519064
Khandwala Securities Ltd|BOM531892
Khatau Exim Ltd|BOM506178
Khator Fibre & Fabrics Ltd|BOM521127
Khoday India Ltd.-$|BOM507435
Khoobsurat Ltd|BOM535730
Khyati Multimedia-entertainment Ltd|BOM531692
Kic Metaliks Ltd|BOM513693
Kiduja India Ltd|BOM507946
Kifs Financial Services Ltd|BOM535566
Kilburn Chemicals Ltd.-$|BOM524699
Kilburn Engineering Ltd|BOM522101
Kilburn Office Automation Ltd|BOM523218
Kilitch Drugs (india) Ltd|BOM524500
Kilpest India Ltd|BOM532067
Kinetic Engineering Ltd|BOM500240
Kinetic Trust Ltd|BOM531274
Kingfa Science & Technology (india) Ltd|BOM524019
Kingfisher Airlines Ltd|BOM532747
Kings Infra Ventures Limited|BOM530215
Kiran Print-pack Ltd|BOM531413
Kiran Syntex Ltd|BOM530443
Kiran Vyapar Ltd|BOM537750
Kiri Industries Ltd|BOM532967
Kirloskar Brothers Investments Ltd|BOM533297
Kirloskar Brothers Ltd.-$|BOM500241
Kirloskar Electric Company Ltd|BOM533193
Kirloskar Ferrous Industries Ltd|BOM500245
Kirloskar Industries Ltd|BOM500243
Kirloskar Oil Engines Ltd|BOM533293
Kirloskar Pneumatic Co.ltd|BOM505283
Kisan Mouldings Ltd.-$|BOM530145
Kitex Garments Ltd|BOM521248
Kjmc Corporate Advisors (india) Ltd|BOM532304
Kjmc Financial Services Ltd|BOM530235
Kkalpana Industries (india) Ltd|BOM526409
Kkalpana Plastick Ltd|BOM523652
Klg Capital Services Ltd|BOM530771
Klg Systel Ltd|BOM531269
Klk Electrical Ltd|BOM517170
Klrf Ltd|BOM507598
Kmc Speciality Hospitals (india) Ltd|BOM524520
Kmf Builders & Developers Ltd|BOM531578
Kmg Milk Food Ltd|BOM519415
Knr Constructions Ltd|BOM532942
Koa Tools India Ltd|BOM517471
Koffee Break Pictures Ltd|BOM531602
Kohinoor Broadcasting Corporation Ltd|BOM531366
Kohinoor Foods Ltd|BOM512559
Kohinoor Techno Engineers Limited|BOM519485
Kokuyo Camlin Ltd.-$|BOM523207
Kolte-patil Developers Ltd|BOM532924
Konark Synthetic Ltd|BOM514128
Kopran Ltd|BOM524280
Kore Foods Ltd|BOM500458
Kotak Mahindra Bank Ltd|BOM500247
Kotak Mahindra Mutual Fund - Kotak India Growth Fund Series I Direct Plan- Dividend Option|BOM539137
Kotak Mahindra Mutual Fund - Kotak India Growth Fund Series I Direct Plan- Growth Option|BOM539136
Kotak Mahindra Mutual Fund - Kotak India Growth Fund Series I Non Direct Plan- Dividend Option|BOM539135
Kotak Mahindra Mutual Fund - Kotak India Growth Fund Series I Non Direct Plan- Growth Option|BOM539133
Kotak Mahindra Mutual Fund - Kotak Nifty Etf|BOM537708
Kotak Mahindra Mutual Fund - Kotak Psu Bank Etf|BOM590107
Kotak Mahindra Mutual Fund - Permitted|BOM590112
Kotak Mahindra Mutual Fund|BOM532985
Kothari Fermentation & Biochem Ltd|BOM507474
Kothari Products Ltd|BOM530299
Kothari World Finance Ltd|BOM511138
Kovai Medical Center & Hospital Ltd|BOM523323
Kovalam Investment & Trading Co.ltd|BOM505585
Kpit Technologies Limited|BOM532400
Kratos Energy & Infrastructure Ltd|BOM501261
Krbl Ltd|BOM530813
Krebs Biochemicals & Industries Ltd.-$|BOM524518
Kreon Finnancial Services Ltd|BOM530139
Kridhan Infra Limited|BOM533482
Kriptol Industries Ltd|BOM526753
Krishana Fabrics Ltd|BOM539446
Krishna Capital And Securities Ltd|BOM539384
Krishna Ferro Products Ltd|BOM513627
Krishna Ventures Limited|BOM504392
Kriti Industries (india) Ltd.-$|BOM526423
Kriti Nutrients Ltd|BOM533210
Krypton Industries Ltd|BOM523550
Ksb Pumps Ltd|BOM500249
Kse Ltd.-$|BOM519421
Kshitiz Investment Ltd|BOM503626
Ksk Energy Ventures Ltd|BOM532997
Ksl And Industries Ltd.-$|BOM530149
Kss Limited-$|BOM532081
Kuantum Papers Ltd|BOM532937
Kuber Udyog Ltd|BOM539408
Kulkarni Power & Tools Ltd|BOM505299
Kumar Wire Cloth Manufacturing Company Ltd|BOM513703
Kumbhat Financial Services Ltd|BOM526869
Kunststoffe Industries Ltd|BOM523594
Kusam Electrical Industries Ltd|BOM511048
Kushal Tradelink Ltd|BOM536170
Kuwer Industries Ltd|BOM530421
Kwality Credit & Leasing Ltd|BOM531206
Kwality Limited|BOM531882
Kyra Landscapes Limited|BOM530967
L&t Finance Holdings Ltd|BOM533519
L.g.balakrishnan & Bros.ltd|BOM500250
La Opala Rg Ltd|BOM526947
La Tim Metal & Industries Ltd|BOM505693
Lactose (india) Ltd|BOM524202
Ladderup Finance Ltd|BOM530577
Laffans Petrochemicals Ltd.-$|BOM524522
Lahoti Overseas Ltd.-$|BOM531842
Lakhotia Polyesters (india) Ltd|BOM535387
Lakshmi Automatic Loom Works Ltd|BOM505302
Lakshmi Electrical Control Systems Ltd|BOM504258
Lakshmi Machine Works Ltd|BOM500252
Lakshmi Mills Company Ltd.-$|BOM502958
Lakshmi Overseas Industries Ltd|BOM519570
Lakshmi Precision Screws Ltd|BOM506079
Lakshmi Vilas Bank Ltd|BOM534690
Lambodhara Textiles Ltd.-$|BOM590075
Lanco Infratech Ltd|BOM532778
Lancor Holdings Ltd|BOM509048
Landmarc Leisure Corporation Ltd|BOM532275
Landmark Property Development Company Ltd|BOM533012
Larsen & Toubro Ltd|BOM500510
Laser Diamonds Ltd|BOM531164
Lawreshwar Polymers Ltd|BOM532829
Layla Textile And Traders Ltd|BOM539125
Le Waterina Resorts & Hotels Limited|BOM531134
Lead Financial Services Ltd|BOM531288
Ledo Tea Co.ltd|BOM508306
Lee & Nee Softwares (exports) Ltd|BOM517415
Leena Consultancy Ltd|BOM509046
Lesha Industries Ltd|BOM533602
Lgb Forge Ltd|BOM533007
Liberty Phosphate Ltd|BOM530273
Liberty Shoes Ltd|BOM526596
Libord Finance Ltd|BOM511593
Libord Securities Ltd|BOM531027
Lic Housing Finance Ltd|BOM500253
Lic Nomura Mf Rgess Fund Series -2 -regular Plan -growth Option|BOM537958
Lic Nomura Mf Rgess Fund Series -2 -regular Plan- Dividend Payout Option|BOM537959
Lic Nomura Mf Rgess Fund Series -3 -direct Plan -growth Option|BOM538959
Lic Nomura Mf Rgess Fund Series -3- Regular Plan -dividend Payout Option|BOM538958
Lic Nomura Mf Rgess Fund Series- 2 -direct Plan -dividend Payout Option|BOM537961
Lic Nomura Mf Rgess Fund Series- 2 -direct Plan- Growth Option|BOM537960
Lic Nomura Mf Rgess Fund Series- 3 -direct Plan -dividend Payout Option|BOM538960
Lic Nomura Mf Rgess Fund Series- 3 -regular Plan- Growth Option|BOM538957
Lifeline Drugs & Pharma Ltd|BOM506113
Lime Chemicals Ltd|BOM507759
Linaks Microelectronics Ltd|BOM517463
Linc Pen & Plastics Ltd.-$|BOM531241
Lincoln Pharmaceuticals Ltd|BOM531633
Linde India Limited|BOM523457
Linear Polymers Ltd|BOM524103
Link Pharma Chem Ltd|BOM524748
Linkson International Ltd|BOM508982
Lippi Systems Ltd.-$|BOM526604
Lkp Finance Limited|BOM507912
Lloyd Electric & Engineering Ltd|BOM517518
Lloyds Finance Ltd|BOM507870
Lloyds Metals And Energy Ltd|BOM512455
Lml Ltd|BOM500255
Ln Industries India Ltd|BOM530745
Lohia Securities Ltd|BOM590082
Lok Housing & Constructions Ltd.-$|BOM500256
Lokesh Machines Ltd|BOM532740
Longview Tea Company Ltd|BOM526568
Looks Health Services Limited|BOM534422
Lords Chemicals Ltd|BOM530039
Lords Chloro Alkali Ltd|BOM500284
Lords Ishwar Hotels Limited|BOM530065
Lotus Chocolate Co.ltd|BOM523475
Lotus Eye Care Hospital Ltd|BOM532998
Lovable Lingerie Ltd|BOM533343
Loyal Equipments Ltd|BOM539227
Loyal Textile Mills Ltd.-$|BOM514036
Ls Industries Ltd|BOM514446
Lt Foods Ltd|BOM532783
Ludlow Jute & Specialities Ltd|BOM526179
Luharuka Media & Infra Ltd|BOM512048
Lumax Auto Technologies Ltd|BOM532796
Lumax Automotive Systems Ltd|BOM532537
Lumax Industries Ltd|BOM517206
Luminaire Technologies Ltd|BOM526045
Lupin Ltd|BOM500257
Lws Knitwear Ltd|BOM531402
Lycos Internet Limited|BOM532368
Lyka Labs Ltd|BOM500259
Lykis Limited|BOM530689
Lynx Machinery & Commercials Ltd|BOM505320
Lypsa Gems & Jewellery Ltd|BOM534532
M K Exim India Ltd|BOM590060
M.b.parikh Finstocks Ltd|BOM526935
M.d. Inducto Cast Ltd|BOM539226
M.k. Exim (india) Ltd|BOM538890
M.m.forgings Ltd.-$|BOM522241
M.p.agro Industries Ltd|BOM506543
M3 Global Finance Ltd|BOM538772
Maa Jagdambe Tradelinks Limited|BOM511082
Maan Aluminium Ltd|BOM532906
Mac Charles (india) Ltd|BOM507836
Machino Plastics Ltd.-$|BOM523248
Mack Trading Co.ltd|BOM501471
Macro (international) Exports Ltd|BOM512600
Madhav Marbles & Granites Ltd|BOM515093
Madhucon Projects Ltd.-$|BOM531497
Madhur Capital & Finance Ltd|BOM511638
Madhur Industries Ltd|BOM519279
Madhusudan Industries Ltd|BOM515059
Madhusudan Securities Ltd|BOM511000
Madras Fertilizers Ltd|BOM590134
Maestros Electronics & Telecommunications Systems Ltd|BOM538401
Maestros Mediline Systems Ltd.-$|BOM501209
Mafatlal Industries Ltd.-$|BOM500264
Magma Fincorp Ltd|BOM524000
Magna Colors Ltd|BOM524270
Magna Electro Castings Ltd.-$|BOM517449
Magna Industries & Exports Ltd|BOM523872
Magnanimous Trade & Finance Ltd|BOM512377
Magnum Ltd|BOM530347
Magnum Ventures Ltd|BOM532896
Maha Rashtra Apex Corporation Ltd|BOM523384
Mahaan Foods Ltd|BOM519612
Mahabir Metallex Ltd|BOM539041
Mahalaxmi Rubtech Ltd|BOM514450
Mahalaxmi Seamless Ltd.-$|BOM513460
Mahamaya Steel Industries Ltd|BOM513554
Mahan Industries Ltd|BOM531515
Mahanagar Telephone Nigam Ltd|BOM500108
Mahanivesh (india) Ltd|BOM530441
Maharaja Shree Umaid Mills Ltd.-$|BOM530059
Maharashtra Corporation Ltd|BOM505523
Maharashtra Polybutenes Ltd|BOM524232
Maharashtra Scooters Ltd|BOM500266
Maharashtra Seamless Ltd|BOM500265
Mahasagar Travels Ltd|BOM526795
Mahashree Trading Ltd|BOM512337
Mahaveer Infoway Ltd|BOM539383
Mahaveer Infoway Ltd.-$|BOM590117
Mahavir Advanced Remedies Ltd|BOM531689
Mahavir Impex Ltd|BOM531664
Mahavir Industries Limited|BOM531648
Mahesh Agriculture Implements & Steel Forge Ltd|BOM506041
Mahindra & Mahindra Financial Services Ltd|BOM532720
Mahindra & Mahindra Ltd|BOM500520
Mahindra Cie Automotive Limited|BOM532756
Mahindra Composites Ltd.-$|BOM524138
Mahindra Holidays & Resorts India Ltd|BOM533088
Mahindra Lifespace Developers Ltd|BOM532313
Mahindra Ugine Steel Co.ltd|BOM504823
Maithan Alloys Ltd|BOM590078
Majesco Ltd|BOM539289
Majestic Auto Ltd.-$|BOM500267
Majestic Research Services And Solutions Ltd|BOM539229
Makers Laboratories Ltd.-$|BOM506919
Malabar Trading Co.ltd|BOM501473
Mallcom (india) Ltd|BOM539400
Malu Paper Mills Ltd|BOM532728
Malwa Cotton Spinning Mills Ltd|BOM502995
Man Industries (india) Ltd.-$|BOM513269
Man Infraconstruction Ltd|BOM533169
Manaksia Aluminium Company Ltd|BOM539045
Manaksia Coated Metals & Industries Ltd|BOM539046
Manaksia Industries Ltd|BOM539043
Manaksia Ltd|BOM532932
Manaksia Steels Ltd|BOM539044
Manali Petrochemical Ltd|BOM500268
Manappuram Finance Ltd|BOM531213
Mandhana Industries Ltd|BOM533204
Mangal Credit And Fincorp Ltd|BOM505850
Mangalam Cement Ltd|BOM502157
Mangalam Drugs & Organics Ltd|BOM532637
Mangalam Organics Limited|BOM514418
Mangalam Seeds Ltd|BOM539275
Mangalam Timber Products Ltd|BOM516007
Mangalore Chemicals & Fertilizers Ltd|BOM530011
Mangalore Refinery & Petrochemicals Ltd|BOM500109
Mangalya Soft-tech Ltd|BOM530243
Manipal Finance Corporation Ltd|BOM507938
Manjeera Constructions Ltd|BOM533078
Manjushree Technopack Ltd|BOM532950
Manpasand Beverages Ltd|BOM539207
Manraj Housing Finance Ltd|BOM530537
Mansi Finance (chennai) Ltd|BOM511758
Manugraph India Ltd.-$|BOM505324
Manvijay Development Company Ltd|BOM538970
Mapro Industries Ltd|BOM509762
Maral Overseas Ltd|BOM521018
Marathon Nextgen Realty Ltd|BOM503101
Marathwada Refractories Ltd|BOM502250
Mardia Samyoung Capillary Tubes Company Ltd|BOM513544
Marg Ltd|BOM530543
Marg Projects And Infrastructure Ltd|BOM513648
Margo Finance Limited|BOM500206
Marico Ltd|BOM531642
Market Creators Ltd|BOM526891
Marksans Pharma Ltd|BOM524404
Marsons Limited|BOM517467
Martin Burn Ltd|BOM523566
Maruti Infrastructure Ltd|BOM531540
Maruti Securities Ltd|BOM531319
Maruti Suzuki India Ltd|BOM532500
Marvel Capital & Finance (india) Ltd|BOM530497
Mastek Ltd|BOM523704
Master Chemicals Ltd|BOM506867
Master Trust Ltd|BOM511768
Mather & Platt Fire Systems Ltd|BOM532470
Mathew Easow Research Securities Ltd|BOM511688
Matra Kaushal Enterprise Limited|BOM526671
Matra Realty Ltd|BOM512167
Mauria Udyog Ltd|BOM539219
Mavens Biotech Ltd|BOM590083
Mavi Industries Ltd|BOM500248
Mawana Sugars Ltd|BOM523371
Max Alert Systems Ltd|BOM534563
Max Financial Services Ltd|BOM500271
Maxheights Infrastructure Ltd|BOM534338
Maximaa Systems Ltd|BOM526538
Maxwell Industries Ltd|BOM532613
Mayur Floorings Ltd|BOM531221
Mayur Leather Products Ltd|BOM531680
Mayur Uniquoters Ltd.-$|BOM522249
Mazda Ltd.-$|BOM523792
Mbl Infrastructures Ltd|BOM533152
Mcdowell Holdings Ltd|BOM532852
Mcleod Russel India Ltd|BOM532654
Mcnally Bharat Engineering Company Ltd|BOM532629
Mcs Ltd|BOM523221
Medi-caps Ltd.-$|BOM523144
Media Matrix Worldwide Ltd|BOM512267
Mediaone Global Entertainment Ltd|BOM503685
Medicamen Biotech Ltd.-$|BOM531146
Medinova Diagnostic Services Ltd|BOM526301
Meenakshi Enterprises Ltd|BOM538834
Meenakshi Steel Industries Ltd|BOM512505
Mefcom Agro Industries Ltd|BOM511276
Mefcom Capital Markets Ltd|BOM531176
Mega Corporation Ltd|BOM531417
Mega Fin (india) Ltd|BOM532105
Megasoft Ltd|BOM532408
Meghmani Organics Ltd|BOM532865
Meglon Infra-real (india) Ltd|BOM511367
Megri Soft Ltd|BOM539012
Mehta Housing Finance Ltd|BOM511740
Mehta Integrated Finance Ltd|BOM511377
Mehta Securities Ltd|BOM511738
Melstar Information Technologies Ltd|BOM532307
Menon Bearings Ltd.-$|BOM523828
Menon Pistons Ltd|BOM531727
Mep Infrastructure Developers Ltd|BOM539126
Mercantile Ventures Ltd|BOM538942
Mercator Ltd.-$|BOM526235
Merck Ltd|BOM500126
Mercury Laboratories Ltd|BOM538964
Mercury Metals Ltd|BOM531357
Mercury Trade Links Ltd|BOM512415
Metal Coatings (india) Ltd|BOM531810
Metalyst Forgings Limited|BOM513335
Metkore Alloys & Industries Ltd|BOM532990
Metroglobal Limited|BOM500159
Meuse Kara & Sungrace Mafatlal Ltd|BOM512253
Mewar Polytex Ltd|BOM531236
Mfl India Ltd|BOM526622
Mfs Intercorp Ltd|BOM513721
Mic Electronics Ltd|BOM532850
Micro Technologies (india) Ltd.-$|BOM532494
Microse India Ltd|BOM523343
Microsec Financial Services Ltd|BOM533259
Mid East Portfolio Management Ltd|BOM526251
Mid India Industries Ltd|BOM500277
Midas Infra Trade Limited|BOM531192
Midland Polymers Ltd|BOM531597
Midwest Gold Ltd|BOM526570
Mihika Industries Ltd|BOM538895
Milestone Global Ltd|BOM531338
Milkfood Ltd|BOM507621
Millennium Online Solutions ( India ) Ltd|BOM511187
Minal Industries Limited|BOM522235
Minaxi Textiles Ltd|BOM531456
Minda Corporation Ltd|BOM538962
Minda Finance Ltd|BOM539303
Minda Industries Ltd.-$|BOM532539
Mindteck (india) Ltd|BOM517344
Mindtree Ltd|BOM532819
Mindvision Capital Ltd|BOM530955
Mini Diamonds (india) Ltd|BOM523373
Minolta Finance Ltd|BOM532164
Mipco Seamless Rings (gujarat) Ltd|BOM505797
Mirc Electronics Ltd|BOM500279
Mirch Technologies (india) Ltd|BOM505336
Mirza International Ltd|BOM526642
Mishka Exim Ltd|BOM539220
Mishka Finance And Trading Ltd|BOM512191
Mitshi India Ltd|BOM523782
Miven Machine Tools Ltd|BOM522036
Mm Rubber Company Ltd|BOM509196
Mmtc Ltd|BOM513377
Mobile Telecommunications Ltd|BOM532127
Modella Woollens Ltd|BOM503772
Modern Dairies Ltd|BOM519287
Modern India Ltd.-$|BOM503015
Modern Shares & Stockbrokers Ltd|BOM509760
Modern Steels Ltd.-$|BOM513303
Modex International Securities Ltd|BOM537092
Modi Naturals Limited|BOM519003
Modi Rubber Ltd|BOM500890
Modi Udyog Ltd|BOM539007
Modipon Ltd|BOM503776
Modison Metals Ltd.-$|BOM506261
Mohit Industries Ltd.-$|BOM531453
Mohit Paper Mills Ltd|BOM530169
Mohite Industries Ltd|BOM532140
Moil Ltd|BOM533286
Mold-tek Packaging Limited|BOM533080
Mold-tek Technologies Ltd|BOM526263
Monarch Networth Capital Ltd|BOM511551
Money Masters Leasing & Finance Ltd|BOM535910
Monnet Industries Ltd|BOM532078
Monnet Ispat & Energy Ltd|BOM513446
Monnet Project Developers Ltd|BOM532723
Monotype India Ltd|BOM505343
Monsanto India Ltd|BOM524084
Monte Carlo Fashions Ltd|BOM538836
Moonbeam Industries Ltd|BOM530033
Moongipa Capital Finance Ltd|BOM530167
Moongipa Securities Ltd|BOM539199
Morarjee Textiles Ltd|BOM532621
Morarka Finance Ltd|BOM511549
Morepen Laboratories Ltd|BOM500288
Morgan Ventures Ltd|BOM526237
Morganite Crucible (india) Ltd|BOM523160
Moryo Industries Ltd|BOM513305
Moschip Semiconductor Technology Ltd|BOM532407
Moser Baer India Ltd|BOM517140
Motherson Sumi Systems Ltd|BOM517334
Motilal Oswal Financial Services Ltd|BOM532892
Motilal Oswal Mutual Fund - Motilal Oswal Most Shares Midcap 100 Etf- Growth Option|BOM536960
Motilal Oswal Mutual Fund|BOM590115
Motilalbbph|BOM535729
Motor & General Finance Ltd|BOM501343
Mount Everest Mineral Water Ltd|BOM531096
Mount Shivalik Industries Ltd.-$|BOM507522
Moving Picture Company (india) Ltd|BOM590011
Mphasis Ltd|BOM526299
Mpil Corporation Ltd|BOM500450
Mpl Plastics Limited|BOM526143
Mps Ltd|BOM532440
Mrf Ltd|BOM500290
Mro-tek Ltd|BOM532376
Mrugesh Trading Ltd|BOM512065
Msp Steel & Power Ltd|BOM532650
Msr India Ltd|BOM508922
Mt Educare Ltd|BOM534312
Mudit Finlease Ltd|BOM531919
Mukand Engineers Ltd|BOM532097
Mukand Ltd|BOM500460
Mukat Pipes Ltd.-$|BOM523832
Mukesh Babu Financial Services Ltd|BOM530341
Mukesh Steels Ltd|BOM513265
Mukesh Strips Ltd|BOM517374
Mukta Agriculture Ltd|BOM535204
Mukta Arts Ltd|BOM532357
Muller & Phipps (india) Ltd|BOM501477
Multi Commodity Exchange Of India Ltd|BOM534091
Multibase India Ltd|BOM526169
Multiplus Holdings Ltd|BOM505594
Multipurpose Trading & Agencies Ltd|BOM504356
Munjal Auto Industries Ltd|BOM520059
Munjal Showa Ltd|BOM520043
Munoth Capital Market Ltd|BOM511200
Munoth Financial Services Ltd|BOM531821
Munoth Investments Ltd|BOM511401
Murli Industries Ltd.-$|BOM519323
Murudeshwar Ceramics Ltd|BOM515037
Muthoot Capital Services Ltd|BOM511766
Muthoot Finance Ltd|BOM533398
Mvl Ltd|BOM532991
Mw Unitexx Ltd|BOM532442
My Money Securities Ltd|BOM538862
Mysore Paper Mills Ltd|BOM502405
Mysore Petro Chemicals Ltd.-$|BOM506734
N.d.metal Industries Ltd|BOM512024
N.g.industries Ltd.-$|BOM530897
N.r.agarwal Industries Ltd|BOM516082
N.r.international Ltd|BOM532623
N2n Technologies Limited|BOM512279
Nagarjuna Agri Tech Ltd|BOM531832
Nagarjuna Agrichem Ltd|BOM524709
Nagarjuna Oil Refinery Ltd|BOM534184
Nagpur Power & Industries Ltd|BOM532362
Nagreeka Capital & Infrastructure Ltd|BOM532895
Nagreeka Exports Ltd.-$|BOM521109
Nahar Capital & Financial Services Ltd|BOM532952
Nahar Industrial Enterprises Ltd.-$|BOM519136
Nahar Polyfilms Ltd|BOM523391
Nahar Spinning Mills Ltd|BOM500296
Nakoda Limited-$|BOM521030
Nakshatra Infrastructure Ltd|BOM530375
Nalin Lease Finance Ltd|BOM531212
Nalwa Sons Investments Ltd|BOM532256
Nandan Denim Limited|BOM532641
Naolin Enterprises Limited|BOM590114
Narbada Gems And Jewellery Ltd|BOM519455
Narendra Properties Ltd|BOM531416
Narmada Gelatines Ltd|BOM526739
Natco Pharma Ltd|BOM524816
Nath Bio-genes (india) Ltd|BOM537291
Nath Pulp & Paper Mills Ltd|BOM502407
National Aluminium Co.ltd|BOM532234
National Fertilizers Ltd|BOM523630
National Fittings Limited|BOM531289
National General Industries Ltd|BOM531651
National Oxygen Ltd|BOM507813
National Peroxide Ltd|BOM500298
National Plastic Industries Ltd|BOM526616
National Plastic Technologies Ltd|BOM531287
National Steel & Agro Industries Ltd|BOM513179
Natraj Proteins Ltd|BOM530119
Natura Hue Chem Ltd|BOM531834
Natural Capsules Ltd|BOM524654
Naturite Agro Products Ltd|BOM538926
Nava Bharat Ventures Ltd|BOM513023
Navcom Industries Ltd|BOM519200
Navin Fluorine International Limited-$|BOM532504
Navkar Builders Ltd|BOM531494
Navkar Corporation Ltd|BOM539332
Navneet Education Limited|BOM508989
Naysaa Securities Ltd|BOM538668
Nb Footwear Ltd|BOM523242
Nbcc (india) Ltd|BOM534309
Ncc Finance Ltd|BOM531452
Ncc Limited|BOM500294
Ncl Industries Ltd.-$|BOM502168
Ncl Research & Financial Services Ltd|BOM530557
